,title,publication_date,location,workload,job_type,company,job_link,keyword
3717,(Junior) Data Architect / Data Engineer (w/m/d),03 May 2023,Sempach,100%,Unlimited employment,B. Braun Medical AG,https://www.jobs.ch/en/vacancies/detail/be407fbd-f52c-4445-be88-05be22e22733/?source=vacancy_search,data manager
3718,Head Product Data 80 - 100% (m/w/d),23 May 2023,Muri,5%,Unlimited employment,STOBAG AG,https://www.jobs.ch/en/vacancies/detail/73596546-f2ce-466d-aacf-dadac04c4ea1/?source=vacancy_search,data manager
3719,Technischer Support-Kalkulationssoftware-Metallbau,27 April 2023,Arbon,80% – 100%,Unlimited employment,Forster Profilsysteme AG,https://www.jobs.ch/en/vacancies/detail/63b2b45a-5db9-415d-a32a-02dfc3069e59/?source=vacancy_search,data manager
3720,Mechanical Data Manager,23 May 2023,Zürich Seebach,100%,Unlimited employment,RUAG AG,https://www.jobs.ch/en/vacancies/detail/b3f6c864-178f-4729-b888-a455f7915209/?source=vacancy_search,data manager
3721,Master Data Manager QC (w/m/d),28 April 2023,Bubendorf,100%,Unlimited employment,Bachem AG,https://www.jobs.ch/en/vacancies/detail/c97d9686-3258-415b-8acd-f555ec34d1e5/?source=vacancy_search,data manager
3722,Master Data Manager (m/w/d),16 May 2023,Reinach BL,100%,Unlimited employment,Endress+Hauser,https://www.jobs.ch/en/vacancies/detail/76141349-c3f2-426c-ab3c-877e5278cc89/?source=vacancy_search,data manager
3723,Material Master Data Manager (a),19 May 2023,Fällanden,100%,Unlimited employment,Bruker Switzerland AG,https://www.jobs.ch/en/vacancies/detail/5ed44dfe-855a-4529-9678-50fe510864b4/?source=vacancy_search,data manager
3724,Data Manager/SAP Key User (w/m/d) 80-100%,03 May 2023,Zürich,80% – 100%,Unlimited employment,MAN Energy Solutions Schweiz AG,https://www.jobs.ch/en/vacancies/detail/bdbc740f-91c9-4bd0-8d2a-64272c5d0cd4/?source=vacancy_search,data manager
3725,Junior Master Data Manager (w/m/d) 40-50%,10 May 2023,Dübendorf,40% – 50%,Unlimited employment,Maagtechnic AG,https://www.jobs.ch/en/vacancies/detail/7a790b0e-0910-42bf-ad04-67fa8f1ca283/?source=vacancy_search,data manager
3726,Data & Pricing Manager Aftersales (m/w/d) 100%,08 May 2023,Schlieren,100%,Unlimited employment,Astara Ital Switzerland AG,https://www.jobs.ch/en/vacancies/detail/dae3a45b-c0ef-40f7-854d-d934a68fbe4b/?source=vacancy_search,data manager
3727,Leiterin / Leiter Data Competence Centre,06 May 2023,Bern-Liebefeld,80% – 100%,Unlimited employment,Bundesamt für Lebensmittelsicherheit und Veterinärwesen BLV,https://www.jobs.ch/en/vacancies/detail/13fd9804-146d-4a11-ab40-37d9d8d0abf7/?source=vacancy_search,data manager
3728,Client Data Management Officer (Ref. 2002),29 April 2023,Basel,100%,Unlimited employment,Bank J. Safra Sarasin AG,https://www.jobs.ch/en/vacancies/detail/a017f13c-742e-420a-8854-5584adadd6d7/?source=vacancy_search,data manager
3729,Data Engineer (a)*,10 May 2023,Zürich-Seefeld,80% – 100%,Unlimited employment,Ringier AG,https://www.jobs.ch/en/vacancies/detail/5495ba4f-7c74-4ee2-8711-e34faba4127c/?source=vacancy_search,data manager
3730,Data Protection Manager (befristet für 01.06.2023 - 31.03.2024),28 April 2023,Zürich,100%,Temporary,PwC,https://www.jobs.ch/en/vacancies/detail/6507153d-5448-4561-8f98-f592a6ef06bf/?source=vacancy_search,data manager
3731,Stammdatenmanager:in und Controller:in 80-100%,08 May 2023,Bern 16,80% – 100%,Unlimited employment,Unia Zentralsekretariat Bern,https://www.jobs.ch/en/vacancies/detail/e7d3b275-61e6-4b3d-9627-847a1c2ed825/?source=vacancy_search,data manager
3732,Junior MDM Data Steward SAP,22 May 2023,Nänikon,100%,Unlimited employment,Mettler Toledo,https://www.jobs.ch/en/vacancies/detail/ec7113b9-1e8d-4265-ac0a-9bf3541b875a/?source=vacancy_search,data manager
3733,Print & Masterdata Administrator (m/w/d - 100%),14 May 2023,Schaffhausen,100%,Unlimited employment,IWC Schaffhausen,https://www.jobs.ch/en/vacancies/detail/6e924637-5abc-455d-8263-5f27ccae9086/?source=vacancy_search,data manager
3734,Messdatenmanager*in (m/w/d) 80 bis 100%,17 May 2023,Langenthal,80% – 100%,Unlimited employment,IB Langenthal AG,https://www.jobs.ch/en/vacancies/detail/f3624226-fc68-4bfd-adf2-e78b626b7f8b/?source=vacancy_search,data manager
3735,Product Data Management (PDM) Application Engineer (m/w/d),08 May 2023,Zürich,100%,Unlimited employment,Rheinmetall Air Defence AG,https://www.jobs.ch/en/vacancies/detail/b581bea0-9ff6-48c9-802d-a05e1890ac27/?source=vacancy_search,data manager
3736,(Senior-) Consultant - Data Management & Strategy - Technology Consulting,10 May 2023,Zurich,100%,Unlimited employment,EY (Ernst & Young AG),https://www.jobs.ch/en/vacancies/detail/39c8f0b2-7846-448d-84d1-7054a71ef1b3/?source=vacancy_search,data manager
3737,(Junior) Data Architect / Data Engineer (w/m/d),03 May 2023,Sempach,100%,Unlimited employment,B. Braun Medical AG,https://www.jobs.ch/en/vacancies/detail/be407fbd-f52c-4445-be88-05be22e22733/?source=vacancy_search,data manager
3738,Head Product Data 80 - 100% (m/w/d),23 May 2023,Muri,5%,Unlimited employment,STOBAG AG,https://www.jobs.ch/en/vacancies/detail/73596546-f2ce-466d-aacf-dadac04c4ea1/?source=vacancy_search,data manager
3739,Technischer Support-Kalkulationssoftware-Metallbau,27 April 2023,Arbon,80% – 100%,Unlimited employment,Forster Profilsysteme AG,https://www.jobs.ch/en/vacancies/detail/63b2b45a-5db9-415d-a32a-02dfc3069e59/?source=vacancy_search,data manager
3740,Mechanical Data Manager,23 May 2023,Zürich Seebach,100%,Unlimited employment,RUAG AG,https://www.jobs.ch/en/vacancies/detail/b3f6c864-178f-4729-b888-a455f7915209/?source=vacancy_search,data manager
3741,Master Data Manager QC (w/m/d),28 April 2023,Bubendorf,100%,Unlimited employment,Bachem AG,https://www.jobs.ch/en/vacancies/detail/c97d9686-3258-415b-8acd-f555ec34d1e5/?source=vacancy_search,data manager
3742,Master Data Manager (m/w/d),16 May 2023,Reinach BL,100%,Unlimited employment,Endress+Hauser,https://www.jobs.ch/en/vacancies/detail/76141349-c3f2-426c-ab3c-877e5278cc89/?source=vacancy_search,data manager
3743,Material Master Data Manager (a),19 May 2023,Fällanden,100%,Unlimited employment,Bruker Switzerland AG,https://www.jobs.ch/en/vacancies/detail/5ed44dfe-855a-4529-9678-50fe510864b4/?source=vacancy_search,data manager
3744,Data Manager/SAP Key User (w/m/d) 80-100%,03 May 2023,Zürich,80% – 100%,Unlimited employment,MAN Energy Solutions Schweiz AG,https://www.jobs.ch/en/vacancies/detail/bdbc740f-91c9-4bd0-8d2a-64272c5d0cd4/?source=vacancy_search,data manager
3745,Junior Master Data Manager (w/m/d) 40-50%,10 May 2023,Dübendorf,40% – 50%,Unlimited employment,Maagtechnic AG,https://www.jobs.ch/en/vacancies/detail/7a790b0e-0910-42bf-ad04-67fa8f1ca283/?source=vacancy_search,data manager
3746,Data & Pricing Manager Aftersales (m/w/d) 100%,08 May 2023,Schlieren,100%,Unlimited employment,Astara Ital Switzerland AG,https://www.jobs.ch/en/vacancies/detail/dae3a45b-c0ef-40f7-854d-d934a68fbe4b/?source=vacancy_search,data manager
3747,Leiterin / Leiter Data Competence Centre,06 May 2023,Bern-Liebefeld,80% – 100%,Unlimited employment,Bundesamt für Lebensmittelsicherheit und Veterinärwesen BLV,https://www.jobs.ch/en/vacancies/detail/13fd9804-146d-4a11-ab40-37d9d8d0abf7/?source=vacancy_search,data manager
3748,Client Data Management Officer (Ref. 2002),29 April 2023,Basel,100%,Unlimited employment,Bank J. Safra Sarasin AG,https://www.jobs.ch/en/vacancies/detail/a017f13c-742e-420a-8854-5584adadd6d7/?source=vacancy_search,data manager
3749,Data Engineer (a)*,10 May 2023,Zürich-Seefeld,80% – 100%,Unlimited employment,Ringier AG,https://www.jobs.ch/en/vacancies/detail/5495ba4f-7c74-4ee2-8711-e34faba4127c/?source=vacancy_search,data manager
3750,Data Protection Manager (befristet für 01.06.2023 - 31.03.2024),28 April 2023,Zürich,100%,Temporary,PwC,https://www.jobs.ch/en/vacancies/detail/6507153d-5448-4561-8f98-f592a6ef06bf/?source=vacancy_search,data manager
3751,Stammdatenmanager:in und Controller:in 80-100%,08 May 2023,Bern 16,80% – 100%,Unlimited employment,Unia Zentralsekretariat Bern,https://www.jobs.ch/en/vacancies/detail/e7d3b275-61e6-4b3d-9627-847a1c2ed825/?source=vacancy_search,data manager
3752,Junior MDM Data Steward SAP,22 May 2023,Nänikon,100%,Unlimited employment,Mettler Toledo,https://www.jobs.ch/en/vacancies/detail/ec7113b9-1e8d-4265-ac0a-9bf3541b875a/?source=vacancy_search,data manager
3753,Print & Masterdata Administrator (m/w/d - 100%),14 May 2023,Schaffhausen,100%,Unlimited employment,IWC Schaffhausen,https://www.jobs.ch/en/vacancies/detail/6e924637-5abc-455d-8263-5f27ccae9086/?source=vacancy_search,data manager
3754,Messdatenmanager*in (m/w/d) 80 bis 100%,17 May 2023,Langenthal,80% – 100%,Unlimited employment,IB Langenthal AG,https://www.jobs.ch/en/vacancies/detail/f3624226-fc68-4bfd-adf2-e78b626b7f8b/?source=vacancy_search,data manager
3755,Product Data Management (PDM) Application Engineer (m/w/d),08 May 2023,Zürich,100%,Unlimited employment,Rheinmetall Air Defence AG,https://www.jobs.ch/en/vacancies/detail/b581bea0-9ff6-48c9-802d-a05e1890ac27/?source=vacancy_search,data manager
3756,(Senior-) Consultant - Data Management & Strategy - Technology Consulting,10 May 2023,Zurich,100%,Unlimited employment,EY (Ernst & Young AG),https://www.jobs.ch/en/vacancies/detail/39c8f0b2-7846-448d-84d1-7054a71ef1b3/?source=vacancy_search,data manager
3757,(Junior) Data Architect / Data Engineer (w/m/d),03 May 2023,Sempach,100%,Unlimited employment,B. Braun Medical AG,https://www.jobs.ch/en/vacancies/detail/be407fbd-f52c-4445-be88-05be22e22733/?source=vacancy_search,data manager
3758,Head Product Data 80 - 100% (m/w/d),23 May 2023,Muri,5%,Unlimited employment,STOBAG AG,https://www.jobs.ch/en/vacancies/detail/73596546-f2ce-466d-aacf-dadac04c4ea1/?source=vacancy_search,data manager
3759,Technischer Support-Kalkulationssoftware-Metallbau,27 April 2023,Arbon,80% – 100%,Unlimited employment,Forster Profilsysteme AG,https://www.jobs.ch/en/vacancies/detail/63b2b45a-5db9-415d-a32a-02dfc3069e59/?source=vacancy_search,data manager
3760,Mechanical Data Manager,23 May 2023,Zürich Seebach,100%,Unlimited employment,RUAG AG,https://www.jobs.ch/en/vacancies/detail/b3f6c864-178f-4729-b888-a455f7915209/?source=vacancy_search,data manager
3761,Master Data Manager QC (w/m/d),28 April 2023,Bubendorf,100%,Unlimited employment,Bachem AG,https://www.jobs.ch/en/vacancies/detail/c97d9686-3258-415b-8acd-f555ec34d1e5/?source=vacancy_search,data manager
3762,Master Data Manager (m/w/d),16 May 2023,Reinach BL,100%,Unlimited employment,Endress+Hauser,https://www.jobs.ch/en/vacancies/detail/76141349-c3f2-426c-ab3c-877e5278cc89/?source=vacancy_search,data manager
3763,Material Master Data Manager (a),19 May 2023,Fällanden,100%,Unlimited employment,Bruker Switzerland AG,https://www.jobs.ch/en/vacancies/detail/5ed44dfe-855a-4529-9678-50fe510864b4/?source=vacancy_search,data manager
3764,Data Manager/SAP Key User (w/m/d) 80-100%,03 May 2023,Zürich,80% – 100%,Unlimited employment,MAN Energy Solutions Schweiz AG,https://www.jobs.ch/en/vacancies/detail/bdbc740f-91c9-4bd0-8d2a-64272c5d0cd4/?source=vacancy_search,data manager
3765,Junior Master Data Manager (w/m/d) 40-50%,10 May 2023,Dübendorf,40% – 50%,Unlimited employment,Maagtechnic AG,https://www.jobs.ch/en/vacancies/detail/7a790b0e-0910-42bf-ad04-67fa8f1ca283/?source=vacancy_search,data manager
3766,Data & Pricing Manager Aftersales (m/w/d) 100%,08 May 2023,Schlieren,100%,Unlimited employment,Astara Ital Switzerland AG,https://www.jobs.ch/en/vacancies/detail/dae3a45b-c0ef-40f7-854d-d934a68fbe4b/?source=vacancy_search,data manager
3767,Leiterin / Leiter Data Competence Centre,06 May 2023,Bern-Liebefeld,80% – 100%,Unlimited employment,Bundesamt für Lebensmittelsicherheit und Veterinärwesen BLV,https://www.jobs.ch/en/vacancies/detail/13fd9804-146d-4a11-ab40-37d9d8d0abf7/?source=vacancy_search,data manager
3768,Client Data Management Officer (Ref. 2002),29 April 2023,Basel,100%,Unlimited employment,Bank J. Safra Sarasin AG,https://www.jobs.ch/en/vacancies/detail/a017f13c-742e-420a-8854-5584adadd6d7/?source=vacancy_search,data manager
3769,Data Engineer (a)*,10 May 2023,Zürich-Seefeld,80% – 100%,Unlimited employment,Ringier AG,https://www.jobs.ch/en/vacancies/detail/5495ba4f-7c74-4ee2-8711-e34faba4127c/?source=vacancy_search,data manager
3770,Data Protection Manager (befristet für 01.06.2023 - 31.03.2024),28 April 2023,Zürich,100%,Temporary,PwC,https://www.jobs.ch/en/vacancies/detail/6507153d-5448-4561-8f98-f592a6ef06bf/?source=vacancy_search,data manager
3771,Stammdatenmanager:in und Controller:in 80-100%,08 May 2023,Bern 16,80% – 100%,Unlimited employment,Unia Zentralsekretariat Bern,https://www.jobs.ch/en/vacancies/detail/e7d3b275-61e6-4b3d-9627-847a1c2ed825/?source=vacancy_search,data manager
3772,Junior MDM Data Steward SAP,22 May 2023,Nänikon,100%,Unlimited employment,Mettler Toledo,https://www.jobs.ch/en/vacancies/detail/ec7113b9-1e8d-4265-ac0a-9bf3541b875a/?source=vacancy_search,data manager
3773,Print & Masterdata Administrator (m/w/d - 100%),14 May 2023,Schaffhausen,100%,Unlimited employment,IWC Schaffhausen,https://www.jobs.ch/en/vacancies/detail/6e924637-5abc-455d-8263-5f27ccae9086/?source=vacancy_search,data manager
3774,Messdatenmanager*in (m/w/d) 80 bis 100%,17 May 2023,Langenthal,80% – 100%,Unlimited employment,IB Langenthal AG,https://www.jobs.ch/en/vacancies/detail/f3624226-fc68-4bfd-adf2-e78b626b7f8b/?source=vacancy_search,data manager
3775,Product Data Management (PDM) Application Engineer (m/w/d),08 May 2023,Zürich,100%,Unlimited employment,Rheinmetall Air Defence AG,https://www.jobs.ch/en/vacancies/detail/b581bea0-9ff6-48c9-802d-a05e1890ac27/?source=vacancy_search,data manager
3776,(Senior-) Consultant - Data Management & Strategy - Technology Consulting,10 May 2023,Zurich,100%,Unlimited employment,EY (Ernst & Young AG),https://www.jobs.ch/en/vacancies/detail/39c8f0b2-7846-448d-84d1-7054a71ef1b3/?source=vacancy_search,data manager
3777,(Junior) Data Architect / Data Engineer (w/m/d),03 May 2023,Sempach,100%,Unlimited employment,B. Braun Medical AG,https://www.jobs.ch/en/vacancies/detail/be407fbd-f52c-4445-be88-05be22e22733/?source=vacancy_search,data manager
3778,Head Product Data 80 - 100% (m/w/d),23 May 2023,Muri,5%,Unlimited employment,STOBAG AG,https://www.jobs.ch/en/vacancies/detail/73596546-f2ce-466d-aacf-dadac04c4ea1/?source=vacancy_search,data manager
3779,Technischer Support-Kalkulationssoftware-Metallbau,27 April 2023,Arbon,80% – 100%,Unlimited employment,Forster Profilsysteme AG,https://www.jobs.ch/en/vacancies/detail/63b2b45a-5db9-415d-a32a-02dfc3069e59/?source=vacancy_search,data manager
3780,Mechanical Data Manager,23 May 2023,Zürich Seebach,100%,Unlimited employment,RUAG AG,https://www.jobs.ch/en/vacancies/detail/b3f6c864-178f-4729-b888-a455f7915209/?source=vacancy_search,data manager
3781,Master Data Manager QC (w/m/d),28 April 2023,Bubendorf,100%,Unlimited employment,Bachem AG,https://www.jobs.ch/en/vacancies/detail/c97d9686-3258-415b-8acd-f555ec34d1e5/?source=vacancy_search,data manager
3782,Master Data Manager (m/w/d),16 May 2023,Reinach BL,100%,Unlimited employment,Endress+Hauser,https://www.jobs.ch/en/vacancies/detail/76141349-c3f2-426c-ab3c-877e5278cc89/?source=vacancy_search,data manager
3783,Material Master Data Manager (a),19 May 2023,Fällanden,100%,Unlimited employment,Bruker Switzerland AG,https://www.jobs.ch/en/vacancies/detail/5ed44dfe-855a-4529-9678-50fe510864b4/?source=vacancy_search,data manager
3784,Data Manager/SAP Key User (w/m/d) 80-100%,03 May 2023,Zürich,80% – 100%,Unlimited employment,MAN Energy Solutions Schweiz AG,https://www.jobs.ch/en/vacancies/detail/bdbc740f-91c9-4bd0-8d2a-64272c5d0cd4/?source=vacancy_search,data manager
3785,Junior Master Data Manager (w/m/d) 40-50%,10 May 2023,Dübendorf,40% – 50%,Unlimited employment,Maagtechnic AG,https://www.jobs.ch/en/vacancies/detail/7a790b0e-0910-42bf-ad04-67fa8f1ca283/?source=vacancy_search,data manager
3786,Data & Pricing Manager Aftersales (m/w/d) 100%,08 May 2023,Schlieren,100%,Unlimited employment,Astara Ital Switzerland AG,https://www.jobs.ch/en/vacancies/detail/dae3a45b-c0ef-40f7-854d-d934a68fbe4b/?source=vacancy_search,data manager
3787,Leiterin / Leiter Data Competence Centre,06 May 2023,Bern-Liebefeld,80% – 100%,Unlimited employment,Bundesamt für Lebensmittelsicherheit und Veterinärwesen BLV,https://www.jobs.ch/en/vacancies/detail/13fd9804-146d-4a11-ab40-37d9d8d0abf7/?source=vacancy_search,data manager
3788,Client Data Management Officer (Ref. 2002),29 April 2023,Basel,100%,Unlimited employment,Bank J. Safra Sarasin AG,https://www.jobs.ch/en/vacancies/detail/a017f13c-742e-420a-8854-5584adadd6d7/?source=vacancy_search,data manager
3789,Data Engineer (a)*,10 May 2023,Zürich-Seefeld,80% – 100%,Unlimited employment,Ringier AG,https://www.jobs.ch/en/vacancies/detail/5495ba4f-7c74-4ee2-8711-e34faba4127c/?source=vacancy_search,data manager
3790,Data Protection Manager (befristet für 01.06.2023 - 31.03.2024),28 April 2023,Zürich,100%,Temporary,PwC,https://www.jobs.ch/en/vacancies/detail/6507153d-5448-4561-8f98-f592a6ef06bf/?source=vacancy_search,data manager
3791,Stammdatenmanager:in und Controller:in 80-100%,08 May 2023,Bern 16,80% – 100%,Unlimited employment,Unia Zentralsekretariat Bern,https://www.jobs.ch/en/vacancies/detail/e7d3b275-61e6-4b3d-9627-847a1c2ed825/?source=vacancy_search,data manager
3792,Junior MDM Data Steward SAP,22 May 2023,Nänikon,100%,Unlimited employment,Mettler Toledo,https://www.jobs.ch/en/vacancies/detail/ec7113b9-1e8d-4265-ac0a-9bf3541b875a/?source=vacancy_search,data manager
3793,Print & Masterdata Administrator (m/w/d - 100%),14 May 2023,Schaffhausen,100%,Unlimited employment,IWC Schaffhausen,https://www.jobs.ch/en/vacancies/detail/6e924637-5abc-455d-8263-5f27ccae9086/?source=vacancy_search,data manager
3794,Messdatenmanager*in (m/w/d) 80 bis 100%,17 May 2023,Langenthal,80% – 100%,Unlimited employment,IB Langenthal AG,https://www.jobs.ch/en/vacancies/detail/f3624226-fc68-4bfd-adf2-e78b626b7f8b/?source=vacancy_search,data manager
3795,Product Data Management (PDM) Application Engineer (m/w/d),08 May 2023,Zürich,100%,Unlimited employment,Rheinmetall Air Defence AG,https://www.jobs.ch/en/vacancies/detail/b581bea0-9ff6-48c9-802d-a05e1890ac27/?source=vacancy_search,data manager
3796,(Senior-) Consultant - Data Management & Strategy - Technology Consulting,10 May 2023,Zurich,100%,Unlimited employment,EY (Ernst & Young AG),https://www.jobs.ch/en/vacancies/detail/39c8f0b2-7846-448d-84d1-7054a71ef1b3/?source=vacancy_search,data manager
3797,(Junior) Data Architect / Data Engineer (w/m/d),03 May 2023,Sempach,100%,Unlimited employment,B. Braun Medical AG,https://www.jobs.ch/en/vacancies/detail/be407fbd-f52c-4445-be88-05be22e22733/?source=vacancy_search,data manager
3798,Head Product Data 80 - 100% (m/w/d),23 May 2023,Muri,5%,Unlimited employment,STOBAG AG,https://www.jobs.ch/en/vacancies/detail/73596546-f2ce-466d-aacf-dadac04c4ea1/?source=vacancy_search,data manager
3799,Technischer Support-Kalkulationssoftware-Metallbau,27 April 2023,Arbon,80% – 100%,Unlimited employment,Forster Profilsysteme AG,https://www.jobs.ch/en/vacancies/detail/63b2b45a-5db9-415d-a32a-02dfc3069e59/?source=vacancy_search,data manager
3800,Mechanical Data Manager,23 May 2023,Zürich Seebach,100%,Unlimited employment,RUAG AG,https://www.jobs.ch/en/vacancies/detail/b3f6c864-178f-4729-b888-a455f7915209/?source=vacancy_search,data manager
3801,Master Data Manager QC (w/m/d),28 April 2023,Bubendorf,100%,Unlimited employment,Bachem AG,https://www.jobs.ch/en/vacancies/detail/c97d9686-3258-415b-8acd-f555ec34d1e5/?source=vacancy_search,data manager
3802,Master Data Manager (m/w/d),16 May 2023,Reinach BL,100%,Unlimited employment,Endress+Hauser,https://www.jobs.ch/en/vacancies/detail/76141349-c3f2-426c-ab3c-877e5278cc89/?source=vacancy_search,data manager
3803,Material Master Data Manager (a),19 May 2023,Fällanden,100%,Unlimited employment,Bruker Switzerland AG,https://www.jobs.ch/en/vacancies/detail/5ed44dfe-855a-4529-9678-50fe510864b4/?source=vacancy_search,data manager
3804,Data Manager/SAP Key User (w/m/d) 80-100%,03 May 2023,Zürich,80% – 100%,Unlimited employment,MAN Energy Solutions Schweiz AG,https://www.jobs.ch/en/vacancies/detail/bdbc740f-91c9-4bd0-8d2a-64272c5d0cd4/?source=vacancy_search,data manager
3805,Junior Master Data Manager (w/m/d) 40-50%,10 May 2023,Dübendorf,40% – 50%,Unlimited employment,Maagtechnic AG,https://www.jobs.ch/en/vacancies/detail/7a790b0e-0910-42bf-ad04-67fa8f1ca283/?source=vacancy_search,data manager
3806,Data & Pricing Manager Aftersales (m/w/d) 100%,08 May 2023,Schlieren,100%,Unlimited employment,Astara Ital Switzerland AG,https://www.jobs.ch/en/vacancies/detail/dae3a45b-c0ef-40f7-854d-d934a68fbe4b/?source=vacancy_search,data manager
3807,Leiterin / Leiter Data Competence Centre,06 May 2023,Bern-Liebefeld,80% – 100%,Unlimited employment,Bundesamt für Lebensmittelsicherheit und Veterinärwesen BLV,https://www.jobs.ch/en/vacancies/detail/13fd9804-146d-4a11-ab40-37d9d8d0abf7/?source=vacancy_search,data manager
3808,Client Data Management Officer (Ref. 2002),29 April 2023,Basel,100%,Unlimited employment,Bank J. Safra Sarasin AG,https://www.jobs.ch/en/vacancies/detail/a017f13c-742e-420a-8854-5584adadd6d7/?source=vacancy_search,data manager
3809,Data Engineer (a)*,10 May 2023,Zürich-Seefeld,80% – 100%,Unlimited employment,Ringier AG,https://www.jobs.ch/en/vacancies/detail/5495ba4f-7c74-4ee2-8711-e34faba4127c/?source=vacancy_search,data manager
3810,Data Protection Manager (befristet für 01.06.2023 - 31.03.2024),28 April 2023,Zürich,100%,Temporary,PwC,https://www.jobs.ch/en/vacancies/detail/6507153d-5448-4561-8f98-f592a6ef06bf/?source=vacancy_search,data manager
3811,Stammdatenmanager:in und Controller:in 80-100%,08 May 2023,Bern 16,80% – 100%,Unlimited employment,Unia Zentralsekretariat Bern,https://www.jobs.ch/en/vacancies/detail/e7d3b275-61e6-4b3d-9627-847a1c2ed825/?source=vacancy_search,data manager
3812,Junior MDM Data Steward SAP,22 May 2023,Nänikon,100%,Unlimited employment,Mettler Toledo,https://www.jobs.ch/en/vacancies/detail/ec7113b9-1e8d-4265-ac0a-9bf3541b875a/?source=vacancy_search,data manager
3813,Print & Masterdata Administrator (m/w/d - 100%),14 May 2023,Schaffhausen,100%,Unlimited employment,IWC Schaffhausen,https://www.jobs.ch/en/vacancies/detail/6e924637-5abc-455d-8263-5f27ccae9086/?source=vacancy_search,data manager
3814,Messdatenmanager*in (m/w/d) 80 bis 100%,17 May 2023,Langenthal,80% – 100%,Unlimited employment,IB Langenthal AG,https://www.jobs.ch/en/vacancies/detail/f3624226-fc68-4bfd-adf2-e78b626b7f8b/?source=vacancy_search,data manager
3815,Product Data Management (PDM) Application Engineer (m/w/d),08 May 2023,Zürich,100%,Unlimited employment,Rheinmetall Air Defence AG,https://www.jobs.ch/en/vacancies/detail/b581bea0-9ff6-48c9-802d-a05e1890ac27/?source=vacancy_search,data manager
3816,(Senior-) Consultant - Data Management & Strategy - Technology Consulting,10 May 2023,Zurich,100%,Unlimited employment,EY (Ernst & Young AG),https://www.jobs.ch/en/vacancies/detail/39c8f0b2-7846-448d-84d1-7054a71ef1b3/?source=vacancy_search,data manager
3817,(Junior) Data Architect / Data Engineer (w/m/d),03 May 2023,Sempach,100%,Unlimited employment,B. Braun Medical AG,https://www.jobs.ch/en/vacancies/detail/be407fbd-f52c-4445-be88-05be22e22733/?source=vacancy_search,data manager
3818,Head Product Data 80 - 100% (m/w/d),23 May 2023,Muri,5%,Unlimited employment,STOBAG AG,https://www.jobs.ch/en/vacancies/detail/73596546-f2ce-466d-aacf-dadac04c4ea1/?source=vacancy_search,data manager
3819,Technischer Support-Kalkulationssoftware-Metallbau,27 April 2023,Arbon,80% – 100%,Unlimited employment,Forster Profilsysteme AG,https://www.jobs.ch/en/vacancies/detail/63b2b45a-5db9-415d-a32a-02dfc3069e59/?source=vacancy_search,data manager
3820,Mechanical Data Manager,23 May 2023,Zürich Seebach,100%,Unlimited employment,RUAG AG,https://www.jobs.ch/en/vacancies/detail/b3f6c864-178f-4729-b888-a455f7915209/?source=vacancy_search,data manager
3821,Master Data Manager QC (w/m/d),28 April 2023,Bubendorf,100%,Unlimited employment,Bachem AG,https://www.jobs.ch/en/vacancies/detail/c97d9686-3258-415b-8acd-f555ec34d1e5/?source=vacancy_search,data manager
3822,Master Data Manager (m/w/d),16 May 2023,Reinach BL,100%,Unlimited employment,Endress+Hauser,https://www.jobs.ch/en/vacancies/detail/76141349-c3f2-426c-ab3c-877e5278cc89/?source=vacancy_search,data manager
3823,Material Master Data Manager (a),19 May 2023,Fällanden,100%,Unlimited employment,Bruker Switzerland AG,https://www.jobs.ch/en/vacancies/detail/5ed44dfe-855a-4529-9678-50fe510864b4/?source=vacancy_search,data manager
3824,Data Manager/SAP Key User (w/m/d) 80-100%,03 May 2023,Zürich,80% – 100%,Unlimited employment,MAN Energy Solutions Schweiz AG,https://www.jobs.ch/en/vacancies/detail/bdbc740f-91c9-4bd0-8d2a-64272c5d0cd4/?source=vacancy_search,data manager
3825,Junior Master Data Manager (w/m/d) 40-50%,10 May 2023,Dübendorf,40% – 50%,Unlimited employment,Maagtechnic AG,https://www.jobs.ch/en/vacancies/detail/7a790b0e-0910-42bf-ad04-67fa8f1ca283/?source=vacancy_search,data manager
3826,Data & Pricing Manager Aftersales (m/w/d) 100%,08 May 2023,Schlieren,100%,Unlimited employment,Astara Ital Switzerland AG,https://www.jobs.ch/en/vacancies/detail/dae3a45b-c0ef-40f7-854d-d934a68fbe4b/?source=vacancy_search,data manager
3827,Leiterin / Leiter Data Competence Centre,06 May 2023,Bern-Liebefeld,80% – 100%,Unlimited employment,Bundesamt für Lebensmittelsicherheit und Veterinärwesen BLV,https://www.jobs.ch/en/vacancies/detail/13fd9804-146d-4a11-ab40-37d9d8d0abf7/?source=vacancy_search,data manager
3828,Client Data Management Officer (Ref. 2002),29 April 2023,Basel,100%,Unlimited employment,Bank J. Safra Sarasin AG,https://www.jobs.ch/en/vacancies/detail/a017f13c-742e-420a-8854-5584adadd6d7/?source=vacancy_search,data manager
3829,Data Engineer (a)*,10 May 2023,Zürich-Seefeld,80% – 100%,Unlimited employment,Ringier AG,https://www.jobs.ch/en/vacancies/detail/5495ba4f-7c74-4ee2-8711-e34faba4127c/?source=vacancy_search,data manager
